problem_id,arm,dist1,dist2,min,max,spread,solved,node_count,expansions,disjunct_reached,picked_cheapest,hops1,hops2,cheaper_by_cost,cheaper_by_hops,agree
126,DNF,213.24277736308096,392.4544498028351,213.24277736308096,392.4544498028351,179.21167243975412,True,451,112,,,38,74,d1,d1,True
127,BFS,277.6859784713045,126.88413580776212,126.88413580776212,277.6859784713045,150.8018426635424,True,199,49,d2,True,54,25,d2,d2,True
127,DFS,277.6859784713045,126.88413580776212,126.88413580776212,277.6859784713045,150.8018426635424,True,219,54,d1,False,54,25,d2,d2,True
127,CheapestFirst,277.6859784713045,126.88413580776212,126.88413580776212,277.6859784713045,150.8018426635424,True,199,49,d2,True,54,25,d2,d2,True
127,DNF,277.6859784713045,126.88413580776212,126.88413580776212,277.6859784713045,150.8018426635424,True,319,79,,,54,25,d2,d2,True
128,BFS,524.3622941043221,260.44276774229724,260.44276774229724,524.3622941043221,263.9195263620249,True,384,96,d2,True,95,49,d2,d2,True
128,DFS,524.3622941043221,260.44276774229724,260.44276774229724,524.3622941043221,263.9195263620249,True,383,95,d1,False,95,49,d2,d2,True
128,CheapestFirst,524.3622941043221,260.44276774229724,260.44276774229724,524.3622941043221,263.9195263620249,True,379,94,d2,True,95,49,d2,d2,True
128,DNF,524.3622941043221,260.44276774229724,260.44276774229724,524.3622941043221,263.9195263620249,True,579,144,,,95,49,d2,d2,True
129,BFS,74.71546734503302,8.429991238544837,8.429991238544837,74.71546734503302,66.28547610648818,True,11,2,d2,True,11,1,d2,d2,True
129,DFS,74.71546734503302,8.429991238544837,8.429991238544837,74.71546734503302,66.28547610648818,True,47,11,d1,False,11,1,d2,d2,True
129,CheapestFirst,74.71546734503302,8.429991238544837,8.429991238544837,74.71546734503302,66.28547610648818,True,11,2,d2,True,11,1,d2,d2,True
129,DNF,74.71546734503302,8.429991238544837,8.429991238544837,74.71546734503302,66.28547610648818,True,51,12,,,11,1,d2,d2,True
130,BFS,22.165394614760956,507.4124480148529,22.165394614760956,507.4124480148529,485.24705340009194,True,43,10,d1,True,5,92,d1,d1,True
130,DFS,22.165394614760956,507.4124480148529,22.165394614760956,507.4124480148529,485.24705340009194,True,23,5,d1,True,5,92,d1,d1,True
130,CheapestFirst,22.165394614760956,507.4124480148529,22.165394614760956,507.4124480148529,485.24705340009194,True,35,8,d1,True,5,92,d1,d1,True
130,DNF,22.165394614760956,507.4124480148529,22.165394614760956,507.4124480148529,485.24705340009194,True,391,97,,,5,92,d1,d1,True
131,BFS,317.5991774072093,288.2622567292599,288.2622567292599,317.5991774072093,29.336920677949422,True,252,63,d2,True,59,54,d2,d2,True
131,DFS,317.5991774072093,288.2622567292599,288.2622567292599,317.5991774072093,29.336920677949422,True,239,59,d1,False,59,54,d2,d2,True
131,CheapestFirst,317.5991774072093,288.2622567292599,288.2622567292599,317.5991774072093,29.336920677949422,True,252,63,d2,True,59,54,d2,d2,True
