problem_id,arm,dist1,dist2,min,max,spread,solved,node_count,expansions,disjunct_reached,picked_cheapest,hops1,hops2,cheaper_by_cost,cheaper_by_hops,agree
5,BFS,7692.426054230095,8714.712281446342,7692.426054230095,8714.712281446342,1022.2862272162465,True,244,61,d1,True,53,59,d1,d1,True
5,DFS,7692.426054230095,8714.712281446342,7692.426054230095,8714.712281446342,1022.2862272162465,True,215,53,d1,True,53,59,d1,d1,True
5,CheapestFirst,7692.426054230095,8714.712281446342,7692.426054230095,8714.712281446342,1022.2862272162465,True,244,61,d1,True,53,59,d1,d1,True
5,DNF,7692.426054230095,8714.712281446342,7692.426054230095,8714.712281446342,1022.2862272162465,True,451,112,,,53,59,d1,d1,True
6,BFS,6932.067746529495,10245.53689203902,6932.067746529495,10245.53689203902,3313.4691455095244,True,220,55,d1,True,31,53,d1,d1,True
6,DFS,6932.067746529495,10245.53689203902,6932.067746529495,10245.53689203902,3313.4691455095244,True,127,31,d1,True,31,53,d1,d1,True
6,CheapestFirst,6932.067746529495,10245.53689203902,6932.067746529495,10245.53689203902,3313.4691455095244,True,220,55,d1,True,31,53,d1,d1,True
6,DNF,6932.067746529495,10245.53689203902,6932.067746529495,10245.53689203902,3313.4691455095244,True,339,84,,,31,53,d1,d1,True
7,BFS,13585.175517427328,3934.1509761323528,3934.1509761323528,13585.175517427328,9651.024541294975,True,263,65,d2,True,99,33,d2,d2,True
7,DFS,13585.175517427328,3934.1509761323528,3934.1509761323528,13585.175517427328,9651.024541294975,True,399,99,d1,False,99,33,d2,d2,True
7,CheapestFirst,13585.175517427328,3934.1509761323528,3934.1509761323528,13585.175517427328,9651.024541294975,True,275,68,d2,True,99,33,d2,d2,True
7,DNF,13585.175517427328,3934.1509761323528,3934.1509761323528,13585.175517427328,9651.024541294975,True,531,132,,,99,33,d2,d2,True
8,BFS,12926.464323992257,6992.936261600889,6992.936261600889,12926.464323992257,5933.528062391368,True,295,73,d2,True,95,37,d2,d2,True
8,DFS,12926.464323992257,6992.936261600889,6992.936261600889,12926.464323992257,5933.528062391368,True,383,95,d1,False,95,37,d2,d2,True
8,CheapestFirst,12926.464323992257,6992.936261600889,6992.936261600889,12926.464323992257,5933.528062391368,True,388,97,d2,True,95,37,d2,d2,True
8,DNF,12926.464323992257,6992.936261600889,6992.936261600889,12926.464323992257,5933.528062391368,True,531,132,,,95,37,d2,d2,True
9,BFS,8115.050542850499,4365.93295668614,4365.93295668614,8115.050542850499,3749.1175861643596,True,272,68,d2,True,65,36,d2,d2,True
9,DFS,8115.050542850499,4365.93295668614,4365.93295668614,8115.050542850499,3749.1175861643596,True,263,65,d1,False,65,36,d2,d2,True
9,CheapestFirst,8115.050542850499,4365.93295668614,4365.93295668614,8115.050542850499,3749.1175861643596,True,272,68,d2,True,65,36,d2,d2,True
9,DNF,8115.050542850499,4365.93295668614,4365.93295668614,8115.050542850499,3749.1175861643596,True,407,101,,,65,36,d2,d2,True
10,BFS,6009.893707304261,4744.668382501943,4744.668382501943,6009.893707304261,1265.225324802318,True,344,86,d2,True,84,62,d2,d2,True
10,DFS,6009.893707304261,4744.668382501943,4744.668382501943,6009.893707304261,1265.225324802318,True,339,84,d1,False,84,62,d2,d2,True
10,CheapestFirst,6009.893707304261,4744.668382501943,4744.668382501943,6009.893707304261,1265.225324802318,True,344,86,d2,True,84,62,d2,d2,True
10,DNF,6009.893707304261,4744.668382501943,4744.668382501943,6009.893707304261,1265.225324802318,True,587,146,,,84,62,d2,d2,True
11,BFS,12208.06027423866,391.29848011266813,391.29848011266813,12208.06027423866,11816.761794125992,True,55,13,d2,True,73,7,d2,d2,True
11,DFS,12208.06027423866,391.29848011266813,391.29848011266813,12208.06027423866,11816.761794125992,True,298,73,d1,False,73,7,d2,d2,True
11,CheapestFirst,12208.06027423866,391.29848011266813,391.29848011266813,12208.06027423866,11816.761794125992,True,51,12,d2,True,73,7,d2,d2,True
11,DNF,12208.06027423866,391.29848011266813,391.29848011266813,12208.06027423866,11816.761794125992,True,327,81,,,73,7,d2,d2,True
12,BFS,8233.062910078681,1721.570350976176,1721.570350976176,8233.062910078681,6511.492559102505,True,127,31,d2,True,67,16,d2,d2,True
12,DFS,8233.062910078681,1721.570350976176,1721.570350976176,8233.062910078681,6511.492559102505,True,271,67,d1,False,67,16,d2,d2,True
12,CheapestFirst,8233.062910078681,1721.570350976176,1721.570350976176,8233.062910078681,6511.492559102505,True,151,37,d2,True,67,16,d2,d2,True
12,DNF,8233.062910078681,1721.570350976176,1721.570350976176,8233.062910078681,6511.492559102505,True,335,83,,,67,16,d2,d2,True
13,BFS,1927.7971598303461,12244.769658304174,1927.7971598303461,12244.769658304174,10316.972498473828,True,155,38,d1,True,19,71,d1,d1,True
13,DFS,1927.7971598303461,12244.769658304174,1927.7971598303461,12244.769658304174,10316.972498473828,True,79,19,d1,True,19,71,d1,d1,True
13,CheapestFirst,1927.7971598303461,12244.769658304174,1927.7971598303461,12244.769658304174,10316.972498473828,True,119,29,d1,True,19,71,d1,d1,True
13,DNF,1927.7971598303461,12244.769658304174,1927.7971598303461,12244.769658304174,10316.972498473828,True,363,90,,,19,71,d1,d1,True
14,BFS,19603.315245654387,8735.28233410349,8735.28233410349,19603.315245654387,10868.032911550898,True,408,102,d2,True,100,55,d2,d2,True
14,DFS,19603.315245654387,8735.28233410349,8735.28233410349,19603.315245654387,10868.032911550898,True,403,100,d1,False,100,55,d2,d2,True
14,CheapestFirst,19603.315245654387,8735.28233410349,8735.28233410349,19603.315245654387,10868.032911550898,True,379,94,d2,True,100,55,d2,d2,True
14,DNF,19603.315245654387,8735.28233410349,8735.28233410349,19603.315245654387,10868.032911550898,True,623,155,,,100,55,d2,d2,True
15,BFS,10403.824475482741,949.5349222024886,949.5349222024886,10403.824475482741,9454.289553280252,True,87,21,d2,True,76,11,d2,d2,True
15,DFS,10403.824475482741,949.5349222024886,949.5349222024886,10403.824475482741,9454.289553280252,True,307,76,d1,False,76,11,d2,d2,True
15,CheapestFirst,10403.824475482741,949.5349222024886,949.5349222024886,10403.824475482741,9454.289553280252,True,103,25,d2,True,76,11,d2,d2,True
15,DNF,10403.824475482741,949.5349222024886,949.5349222024886,10403.824475482741,9454.289553280252,True,351,87,,,76,11,d2,d2,True
16,BFS,6041.965631844319,699.7977946695825,699.7977946695825,6041.965631844319,5342.167837174737,True,31,7,d2,True,41,4,d2,d2,True
16,DFS,6041.965631844319,699.7977946695825,699.7977946695825,6041.965631844319,5342.167837174737,True,167,41,d1,False,41,4,d2,d2,True
16,CheapestFirst,6041.965631844319,699.7977946695825,699.7977946695825,6041.965631844319,5342.167837174737,True,39,9,d2,True,41,4,d2,d2,True
16,DNF,6041.965631844319,699.7977946695825,699.7977946695825,6041.965631844319,5342.167837174737,True,183,45,,,41,4,d2,d2,True
17,BFS,9284.780776427177,1453.5984974695743,1453.5984974695743,9284.780776427177,7831.182278957602,True,103,25,d2,True,62,13,d2,d2,True
17,DFS,9284.780776427177,1453.5984974695743,1453.5984974695743,9284.780776427177,7831.182278957602,True,251,62,d1,False,62,13,d2,d2,True
17,CheapestFirst,9284.780776427177,1453.5984974695743,1453.5984974695743,9284.780776427177,7831.182278957602,True,99,24,d2,True,62,13,d2,d2,True
17,DNF,9284.780776427177,1453.5984974695743,1453.5984974695743,9284.780776427177,7831.182278957602,True,303,75,,,62,13,d2,d2,True
18,BFS,11171.863690495897,3269.265469194773,3269.265469194773,11171.863690495897,7902.598221301124,True,167,41,d2,True,73,21,d2,d2,True
18,DFS,11171.863690495897,3269.265469194773,3269.265469194773,11171.863690495897,7902.598221301124,True,295,73,d1,False,73,21,d2,d2,True
18,CheapestFirst,11171.863690495897,3269.265469194773,3269.265469194773,11171.863690495897,7902.598221301124,True,187,46,d2,True,73,21,d2,d2,True
18,DNF,11171.863690495897,3269.265469194773,3269.265469194773,11171.863690495897,7902.598221301124,True,379,94,,,73,21,d2,d2,True
19,BFS,708.9274472135473,1803.8495198604346,708.9274472135473,1803.8495198604346,1094.9220726468873,True,136,34,d1,True,19,29,d1,d1,True
19,DFS,708.9274472135473,1803.8495198604346,708.9274472135473,1803.8495198604346,1094.9220726468873,True,79,19,d1,True,19,29,d1,d1,True
19,CheapestFirst,708.9274472135473,1803.8495198604346,708.9274472135473,1803.8495198604346,1094.9220726468873,True,111,27,d1,True,19,29,d1,d1,True
19,DNF,708.9274472135473,1803.8495198604346,708.9274472135473,1803.8495198604346,1094.9220726468873,True,195,48,,,19,29,d1,d1,True
20,BFS,4458.583819133227,6536.905995494346,4458.583819133227,6536.905995494346,2078.322176361119,True,172,43,d1,True,33,40,d1,d1,True
20,DFS,4458.583819133227,6536.905995494346,4458.583819133227,6536.905995494346,2078.322176361119,True,135,33,d1,True,33,40,d1,d1,True
20,CheapestFirst,4458.583819133227,6536.905995494346,4458.583819133227,6536.905995494346,2078.322176361119,True,172,43,d1,True,33,40,d1,d1,True
20,DNF,4458.583819133227,6536.905995494346,4458.583819133227,6536.905995494346,2078.322176361119,True,295,73,,,33,40,d1,d1,True
21,BFS,9002.60825823687,8705.37675048144,8705.37675048144,9002.60825823687,297.23150775543036,True,356,89,d2,True,86,80,d2,d2,True
21,DFS,9002.60825823687,8705.37675048144,8705.37675048144,9002.60825823687,297.23150775543036,True,347,86,d1,False,86,80,d2,d2,True
21,CheapestFirst,9002.60825823687,8705.37675048144,8705.37675048144,9002.60825823687,297.23150775543036,True,356,89,d2,True,86,80,d2,d2,True
21,DNF,9002.60825823687,8705.37675048144,8705.37675048144,9002.60825823687,297.23150775543036,True,667,166,,,86,80,d2,d2,True
22,BFS,138.4599980329501,2285.8572199344626,138.4599980329501,2285.8572199344626,2147.3972219015127,True,19,4,d1,True,2,17,d1,d1,True
22,DFS,138.4599980329501,2285.8572199344626,138.4599980329501,2285.8572199344626,2147.3972219015127,True,11,2,d1,True,2,17,d1,d1,True
22,CheapestFirst,138.4599980329501,2285.8572199344626,138.4599980329501,2285.8572199344626,2147.3972219015127,True,15,3,d1,True,2,17,d1,d1,True
22,DNF,138.4599980329501,2285.8572199344626,138.4599980329501,2285.8572199344626,2147.3972219015127,True,79,19,,,2,17,d1,d1,True
23,BFS,14640.96301567083,13967.058160120852,13967.058160120852,14640.96301567083,673.9048555499776,True,408,102,d2,True,100,86,d2,d2,True
23,DFS,14640.96301567083,13967.058160120852,13967.058160120852,14640.96301567083,673.9048555499776,True,403,100,d1,False,100,86,d2,d2,True
23,CheapestFirst,14640.96301567083,13967.058160120852,13967.058160120852,14640.96301567083,673.9048555499776,True,408,102,d2,True,100,86,d2,d2,True
23,DNF,14640.96301567083,13967.058160120852,13967.058160120852,14640.96301567083,673.9048555499776,True,747,186,,,100,86,d2,d2,True
24,BFS,10990.256159112692,7162.061623681536,7162.061623681536,10990.256159112692,3828.1945354311565,True,340,85,d2,True,82,62,d2,d2,True
24,DFS,10990.256159112692,7162.061623681536,7162.061623681536,10990.256159112692,3828.1945354311565,True,331,82,d1,False,82,62,d2,d2,True
24,CheapestFirst,10990.256159112692,7162.061623681536,7162.061623681536,10990.256159112692,3828.1945354311565,True,340,85,d2,True,82,62,d2,d2,True
24,DNF,10990.256159112692,7162.061623681536,7162.061623681536,10990.256159112692,3828.1945354311565,True,579,144,,,82,62,d2,d2,True
25,BFS,2801.413605321949,7435.546797664388,2801.413605321949,7435.546797664388,4634.133192342439,True,163,40,d1,True,20,66,d1,d1,True
25,DFS,2801.413605321949,7435.546797664388,2801.413605321949,7435.546797664388,4634.133192342439,True,83,20,d1,True,20,66,d1,d1,True
25,CheapestFirst,2801.413605321949,7435.546797664388,2801.413605321949,7435.546797664388,4634.133192342439,True,219,54,d1,True,20,66,d1,d1,True
25,DNF,2801.413605321949,7435.546797664388,2801.413605321949,7435.546797664388,4634.133192342439,True,347,86,,,20,66,d1,d1,True
26,BFS,6042.647942063753,5068.310930487134,5068.310930487134,6042.647942063753,974.3370115766193,True,260,65,d2,True,60,58,d2,d2,True
26,DFS,6042.647942063753,5068.310930487134,5068.310930487134,6042.647942063753,974.3370115766193,True,243,60,d1,False,60,58,d2,d2,True
26,CheapestFirst,6042.647942063753,5068.310930487134,5068.310930487134,6042.647942063753,974.3370115766193,True,260,65,d2,True,60,58,d2,d2,True
26,DNF,6042.647942063753,5068.310930487134,5068.310930487134,6042.647942063753,974.3370115766193,True,475,118,,,60,58,d2,d2,True
27,BFS,9180.372903454376,12451.620582167383,9180.372903454376,12451.620582167383,3271.247678713007,True,376,94,d1,True,71,92,d1,d1,True
27,DFS,9180.372903454376,12451.620582167383,9180.372903454376,12451.620582167383,3271.247678713007,True,287,71,d1,True,71,92,d1,d1,True
27,CheapestFirst,9180.372903454376,12451.620582167383,9180.372903454376,12451.620582167383,3271.247678713007,True,376,94,d1,True,71,92,d1,d1,True
27,DNF,9180.372903454376,12451.620582167383,9180.372903454376,12451.620582167383,3271.247678713007,True,655,163,,,71,92,d1,d1,True
28,BFS,7875.2823765558205,4362.316685558482,4362.316685558482,7875.2823765558205,3512.9656909973382,True,175,43,d2,True,40,22,d2,d2,True
28,DFS,7875.2823765558205,4362.316685558482,4362.316685558482,7875.2823765558205,3512.9656909973382,True,163,40,d1,False,40,22,d2,d2,True
28,CheapestFirst,7875.2823765558205,4362.316685558482,4362.316685558482,7875.2823765558205,3512.9656909973382,True,167,41,d2,True,40,22,d2,d2,True
28,DNF,7875.2823765558205,4362.316685558482,4362.316685558482,7875.2823765558205,3512.9656909973382,True,251,62,,,40,22,d2,d2,True
29,BFS,7621.072367179486,12973.735880918763,7621.072367179486,12973.735880918763,5352.663513739277,True,267,66,d1,True,33,76,d1,d1,True
29,DFS,7621.072367179486,12973.735880918763,7621.072367179486,12973.735880918763,5352.663513739277,True,135,33,d1,True,33,76,d1,d1,True
29,CheapestFirst,7621.072367179486,12973.735880918763,7621.072367179486,12973.735880918763,5352.663513739277,True,316,79,d1,True,33,76,d1,d1,True
29,DNF,7621.072367179486,12973.735880918763,7621.072367179486,12973.735880918763,5352.663513739277,True,439,109,,,33,76,d1,d1,True
30,BFS,8429.51374917043,3568.817983359164,3568.817983359164,8429.51374917043,4860.695765811266,True,175,43,d2,True,53,22,d2,d2,True
30,DFS,8429.51374917043,3568.817983359164,3568.817983359164,8429.51374917043,4860.695765811266,True,215,53,d1,False,53,22,d2,d2,True
30,CheapestFirst,8429.51374917043,3568.817983359164,3568.817983359164,8429.51374917043,4860.695765811266,True,187,46,d2,True,53,22,d2,d2,True
30,DNF,8429.51374917043,3568.817983359164,3568.817983359164,8429.51374917043,4860.695765811266,True,303,75,,,53,22,d2,d2,True
31,BFS,10177.291449169757,11830.785601804191,10177.291449169757,11830.785601804191,1653.4941526344337,True,320,80,d1,True,63,78,d1,d1,True
31,DFS,10177.291449169757,11830.785601804191,10177.291449169757,11830.785601804191,1653.4941526344337,True,255,63,d1,True,63,78,d1,d1,True
31,CheapestFirst,10177.291449169757,11830.785601804191,10177.291449169757,11830.785601804191,1653.4941526344337,True,320,80,d1,True,63,78,d1,d1,True
31,DNF,10177.291449169757,11830.785601804191,10177.291449169757,11830.785601804191,1653.4941526344337,True,567,141,,,63,78,d1,d1,True
32,BFS,628.7195313225534,805.3036953047381,628.7195313225534,805.3036953047381,176.5841639821847,True,68,17,d1,True,12,15,d1,d1,True
32,DFS,628.7195313225534,805.3036953047381,628.7195313225534,805.3036953047381,176.5841639821847,True,51,12,d1,True,12,15,d1,d1,True
32,CheapestFirst,628.7195313225534,805.3036953047381,628.7195313225534,805.3036953047381,176.5841639821847,True,68,17,d1,True,12,15,d1,d1,True
32,DNF,628.7195313225534,805.3036953047381,628.7195313225534,805.3036953047381,176.5841639821847,True,111,27,,,12,15,d1,d1,True
33,BFS,13194.413389150526,15104.374038118063,13194.413389150526,15104.374038118063,1909.960648967537,True,348,87,d1,True,71,85,d1,d1,True
33,DFS,13194.413389150526,15104.374038118063,13194.413389150526,15104.374038118063,1909.960648967537,True,287,71,d1,True,71,85,d1,d1,True
33,CheapestFirst,13194.413389150526,15104.374038118063,13194.413389150526,15104.374038118063,1909.960648967537,True,348,87,d1,True,71,85,d1,d1,True
33,DNF,13194.413389150526,15104.374038118063,13194.413389150526,15104.374038118063,1909.960648967537,True,627,156,,,71,85,d1,d1,True
34,BFS,11085.12087027445,10226.340291013326,10226.340291013326,11085.12087027445,858.7805792611234,True,328,82,d2,True,78,74,d2,d2,True
34,DFS,11085.12087027445,10226.340291013326,10226.340291013326,11085.12087027445,858.7805792611234,True,315,78,d1,False,78,74,d2,d2,True
34,CheapestFirst,11085.12087027445,10226.340291013326,10226.340291013326,11085.12087027445,858.7805792611234,True,328,82,d2,True,78,74,d2,d2,True
34,DNF,11085.12087027445,10226.340291013326,10226.340291013326,11085.12087027445,858.7805792611234,True,611,152,,,78,74,d2,d2,True
35,BFS,6135.55519221113,9295.623149871963,6135.55519221113,9295.623149871963,3160.0679576608327,True,272,68,d1,True,42,66,d1,d1,True
35,DFS,6135.55519221113,9295.623149871963,6135.55519221113,9295.623149871963,3160.0679576608327,True,171,42,d1,True,42,66,d1,d1,True
35,CheapestFirst,6135.55519221113,9295.623149871963,6135.55519221113,9295.623149871963,3160.0679576608327,True,272,68,d1,True,42,66,d1,d1,True
35,DNF,6135.55519221113,9295.623149871963,6135.55519221113,9295.623149871963,3160.0679576608327,True,435,108,,,42,66,d1,d1,True
36,BFS,9424.676637220171,4043.600555921854,4043.600555921854,9424.676637220171,5381.076081298317,True,215,53,d2,True,81,27,d2,d2,True
36,DFS,9424.676637220171,4043.600555921854,4043.600555921854,9424.676637220171,5381.076081298317,True,327,81,d1,False,81,27,d2,d2,True
36,CheapestFirst,9424.676637220171,4043.600555921854,4043.600555921854,9424.676637220171,5381.076081298317,True,307,76,d2,True,81,27,d2,d2,True
36,DNF,9424.676637220171,4043.600555921854,4043.600555921854,9424.676637220171,5381.076081298317,True,435,108,,,81,27,d2,d2,True
37,BFS,246.85508595771756,11534.53165410373,246.85508595771756,11534.53165410373,11287.676568146013,True,35,8,d1,True,4,83,d1,d1,True
37,DFS,246.85508595771756,11534.53165410373,246.85508595771756,11534.53165410373,11287.676568146013,True,19,4,d1,True,4,83,d1,d1,True
37,CheapestFirst,246.85508595771756,11534.53165410373,246.85508595771756,11534.53165410373,11287.676568146013,True,39,9,d1,True,4,83,d1,d1,True
37,DNF,246.85508595771756,11534.53165410373,246.85508595771756,11534.53165410373,11287.676568146013,True,351,87,,,4,83,d1,d1,True
38,BFS,13811.34541309122,8107.59606688757,8107.59606688757,13811.34541309122,5703.74934620365,True,360,90,d2,True,86,50,d2,d2,True
38,DFS,13811.34541309122,8107.59606688757,8107.59606688757,13811.34541309122,5703.74934620365,True,347,86,d1,False,86,50,d2,d2,True
38,CheapestFirst,13811.34541309122,8107.59606688757,8107.59606688757,13811.34541309122,5703.74934620365,True,360,90,d2,True,86,50,d2,d2,True
38,DNF,13811.34541309122,8107.59606688757,8107.59606688757,13811.34541309122,5703.74934620365,True,547,136,,,86,50,d2,d2,True
39,BFS,3658.0158610571757,2403.4923627579674,2403.4923627579674,3658.0158610571757,1254.5234982992083,True,164,41,d2,True,38,22,d2,d2,True
